"dimen","variable","value"
"p = 40","Yes",18.2277858863423
"p = 40","Yes",18.4872473991042
"p = 40","Yes",18.5249780571233
"p = 40","Yes",16.7202076873704
"p = 40","Yes",17.7830863297095
"p = 40","Yes",17.5238119053688
"p = 40","Yes",17.8058367318406
"p = 40","Yes",17.224107055575
"p = 40","Yes",20.0772152187284
"p = 40","Yes",17.1351948486619
"p = 40","Yes",20.3352146060811
"p = 40","Yes",17.4434166100109
"p = 40","Yes",14.3845876300742
"p = 40","Yes",18.3093485379693
"p = 40","Yes",15.5294513101358
"p = 40","Yes",18.0846190044674
"p = 40","Yes",19.0856173968171
"p = 40","Yes",16.504422689776
"p = 40","Yes",17.6024280993008
"p = 40","Yes",18.3013496496911
"p = 40","Yes",16.3456150529298
"p = 40","Yes",18.2056285090942
"p = 40","Yes",17.4482630336999
"p = 40","Yes",18.3281852439438
"p = 40","Yes",15.5677162572067
"p = 40","Yes",18.3742120367642
"p = 40","Yes",19.4658559085238
"p = 40","Yes",16.779735097896
"p = 40","Yes",17.342257434344
"p = 40","Yes",18.2490461439224
"p = 40","Yes",14.8291921777177
"p = 40","Yes",21.1965571629614
"p = 40","Yes",15.5011073416317
"p = 40","Yes",16.7973148921132
"p = 40","Yes",18.6613208476055
"p = 40","Yes",18.0205059019185
"p = 40","Yes",20.781286316441
"p = 40","Yes",15.893211291735
"p = 40","Yes",16.7105550228871
"p = 40","Yes",16.1685713850605
"p = 40","Yes",18.8473355985609
"p = 40","Yes",18.2467971421755
"p = 40","Yes",17.3772284921401
"p = 40","Yes",17.99300480547
"p = 40","Yes",19.4890729205014
"p = 40","Yes",15.3081065751102
"p = 40","Yes",17.9640063308548
"p = 40","Yes",16.0567922118896
"p = 40","Yes",19.0303352672804
"p = 40","Yes",15.8484847330741
"p = 40","Yes",18.1403991616982
"p = 40","Yes",16.6214404524649
"p = 40","Yes",17.5505802710579
"p = 40","Yes",14.7936125256241
"p = 40","Yes",16.6966694304605
"p = 40","Yes",16.4220167908754
"p = 40","Yes",19.9012224497355
"p = 40","Yes",16.8628543646498
"p = 40","Yes",16.2341309421437
"p = 40","Yes",18.7989317704721
"p = 40","Yes",15.5398714123834
"p = 40","Yes",17.9774645375578
"p = 40","Yes",16.8784605085851
"p = 40","Yes",18.8833186224029
"p = 40","Yes",17.1721874758427
"p = 40","Yes",18.2456740681564
"p = 40","Yes",17.3860078231627
"p = 40","Yes",16.1777359101744
"p = 40","Yes",16.3806939531153
"p = 40","Yes",17.2821094051657
"p = 40","Yes",18.7510015269277
"p = 40","Yes",15.3356241323541
"p = 40","Yes",18.248374682663
"p = 40","Yes",16.2888171637549
"p = 40","Yes",14.4951590707296
"p = 40","Yes",14.7617930197686
"p = 40","Yes",17.9901737087244
"p = 40","Yes",17.2911924180322
"p = 40","Yes",18.2907441875505
"p = 40","Yes",20.0146165715457
"p = 40","Yes",17.8757032337581
"p = 40","Yes",16.6897394934589
"p = 40","Yes",15.3448970813108
"p = 40","Yes",18.3846095288447
"p = 40","Yes",18.9760028263388
"p = 40","Yes",17.7583369557577
"p = 40","Yes",14.4673377968332
"p = 40","Yes",18.9355745431083
"p = 40","Yes",15.8279006384541
"p = 40","Yes",18.8306109733918
"p = 40","Yes",15.0623077533929
"p = 40","Yes",18.1047896888383
"p = 40","Yes",18.8315129983229
"p = 40","Yes",18.4701927617094
"p = 40","Yes",16.3635213532603
"p = 40","Yes",18.2325871751554
"p = 40","Yes",16.5678085607822
"p = 40","Yes",16.6957650059506
"p = 40","Yes",16.8116120820497
"p = 40","Yes",17.2343569935041
"p = 40","Yes",14.971396347943
"p = 40","Yes",16.331232181478
"p = 40","Yes",20.0298818546759
"p = 40","Yes",18.2815410423019
"p = 40","Yes",16.6675392131819
"p = 40","Yes",18.7481545442201
"p = 40","Yes",19.753362116031
"p = 40","Yes",16.6983605322871
"p = 40","Yes",19.9341804913463
"p = 40","Yes",16.1714122935352
"p = 40","Yes",14.7914794899969
"p = 40","Yes",19.5074291289298
"p = 40","Yes",16.9197270350649
"p = 40","Yes",16.9713610042689
"p = 40","Yes",16.8934940135105
"p = 40","Yes",15.6253435443621
"p = 40","Yes",18.3776793999348
"p = 40","Yes",18.8396569829926
"p = 40","Yes",18.7545174465832
"p = 40","Yes",16.1616557693507
"p = 40","Yes",16.3037351782155
"p = 40","Yes",18.0359643023347
"p = 40","Yes",16.6997229684111
"p = 40","Yes",14.785395205734
"p = 40","Yes",17.118219928916
"p = 40","Yes",19.5906371440636
"p = 40","Yes",16.8465868964023
"p = 40","Yes",16.0233489970549
"p = 40","Yes",16.2395817405861
"p = 40","Yes",18.9896013861018
"p = 40","Yes",17.8670663233711
"p = 40","Yes",14.3024216258271
"p = 40","Yes",16.1814856255563
"p = 40","Yes",17.7780581456896
"p = 40","Yes",16.9032052583839
"p = 40","Yes",17.4587829358193
"p = 40","Yes",17.7719129074653
"p = 40","Yes",17.8358529124312
"p = 40","Yes",16.9764550636109
"p = 40","Yes",16.1892169779858
"p = 40","Yes",15.6853095539098
"p = 40","Yes",19.5432373641954
"p = 40","Yes",16.9204297734926
"p = 40","Yes",17.1580093064516
"p = 40","Yes",19.6078831504399
"p = 40","Yes",18.5210852319585
"p = 40","Yes",18.0879889808029
"p = 40","Yes",17.4725246465499
"p = 40","Yes",14.7773629981103
"p = 40","Yes",17.078015676761
"p = 40","Yes",18.9719318427196
"p = 40","Yes",17.3453114079503
"p = 40","Yes",14.7079037124253
"p = 40","Yes",17.117432958315
"p = 40","Yes",15.4453931244748
"p = 40","Yes",20.4348789241331
"p = 40","Yes",15.1873775190207
"p = 40","Yes",16.4129079014105
"p = 40","Yes",20.5360196657965
"p = 40","Yes",16.4284430399896
"p = 40","Yes",16.479856968655
"p = 40","Yes",17.5697875587982
"p = 40","Yes",19.7312153533647
"p = 40","Yes",17.8607540491257
"p = 40","Yes",16.0294726119465
"p = 40","Yes",14.5723289338865
"p = 40","Yes",18.1320945290319
"p = 40","Yes",14.5591441127265
"p = 40","Yes",18.9831997865451
"p = 40","Yes",17.8201977445438
"p = 40","Yes",16.4523711506761
"p = 40","Yes",18.3149068964619
"p = 40","Yes",16.5724504751401
"p = 40","Yes",17.1256186901903
"p = 40","Yes",17.6074730012545
"p = 40","Yes",15.6149081819174
"p = 40","Yes",17.7092816690681
"p = 40","Yes",16.9154801747537
"p = 40","Yes",16.5496165006912
"p = 40","Yes",18.3064490738883
"p = 40","Yes",17.8821093954554
"p = 40","Yes",19.4769489261177
"p = 40","Yes",17.2084669142581
"p = 40","Yes",16.6498998117775
"p = 40","Yes",19.4221024073175
"p = 40","Yes",16.8214825272374
"p = 40","Yes",18.2943711584164
"p = 40","Yes",16.118028670237
"p = 40","Yes",15.7699657856193
"p = 40","Yes",16.8848506746925
"p = 40","Yes",16.8664467058611
"p = 40","Yes",17.8478033270309
"p = 40","Yes",16.9034129940338
"p = 40","Yes",14.9040171527506
"p = 40","Yes",17.0234406371526
"p = 40","Yes",16.6280502762629
"p = 40","Yes",17.1493184372121
"p = 40","Yes",16.1069825402993
"p = 40","Yes",18.1881892487874
"p = 40","Yes",15.249170591092
"p = 40","Yes",19.7236627604651
"p = 40","Yes",17.7490041202072
"p = 40","Yes",18.8616884930497
"p = 40","Yes",18.1632785469931
"p = 40","Yes",19.0450490855068
"p = 40","Yes",17.26435993631
"p = 40","Yes",15.8425745033482
"p = 40","Yes",15.9043416428151
"p = 40","Yes",16.9148254469
"p = 40","Yes",17.3404047218411
"p = 40","Yes",17.738896898638
"p = 40","Yes",18.4618914147013
"p = 40","Yes",15.2676224128388
"p = 40","Yes",19.6496373831642
"p = 40","Yes",17.524809656849
"p = 40","Yes",16.8431275367173
"p = 40","Yes",18.0630491704228
"p = 40","Yes",17.9306185012111
"p = 40","Yes",16.7070699676684
"p = 40","Yes",17.0382322885981
"p = 40","Yes",17.527544072646
"p = 40","Yes",18.1558608606805
"p = 40","Yes",20.6158935841311
"p = 40","Yes",15.9987229895506
"p = 40","Yes",18.8108312713841
"p = 40","Yes",16.4065887877218
"p = 40","Yes",17.9595380008149
"p = 40","Yes",17.1936827629211
"p = 40","Yes",16.4341692297395
"p = 40","Yes",18.9215129417063
"p = 40","Yes",18.5352776662864
"p = 40","Yes",19.160980911663
"p = 40","Yes",16.7864337055719
"p = 40","Yes",18.1489983760062
"p = 40","Yes",17.8134477142334
"p = 40","Yes",19.4013657382324
"p = 40","Yes",17.3144671531771
"p = 40","Yes",18.5742232059256
"p = 40","Yes",18.778353802407
"p = 40","Yes",17.28246593281
"p = 40","Yes",16.6640842720904
"p = 40","Yes",16.596095383155
"p = 40","Yes",18.2591025736419
"p = 40","Yes",17.0408356512533
"p = 40","Yes",15.734109174479
"p = 40","Yes",16.7961247030155
"p = 40","Yes",15.0147182365816
"p = 40","Yes",15.4844693710755
"p = 40","Yes",16.2357260814219
"p = 40","Yes",13.8203235708486
"p = 40","Yes",16.2580647023654
"p = 40","Yes",16.6200533033031
"p = 40","Yes",16.4845143484715
"p = 40","Yes",17.0124441295086
"p = 40","Yes",17.7717331755975
"p = 40","Yes",17.2007273294852
"p = 40","Yes",16.8328951817338
"p = 40","Yes",18.949297538076
"p = 40","Yes",19.8764261105398
"p = 40","Yes",17.2663148043167
"p = 40","Yes",14.5847460338371
"p = 40","Yes",19.4621843620189
"p = 40","Yes",16.024108130993
"p = 40","Yes",17.6014834053223
"p = 40","Yes",17.1332522768431
"p = 40","Yes",15.5985734457267
"p = 40","Yes",19.5289067868648
"p = 40","Yes",16.8687534637542
"p = 40","Yes",17.2152935447091
"p = 40","Yes",17.6387943439368
"p = 40","Yes",17.5381068266453
"p = 40","Yes",18.3970976625455
"p = 40","Yes",17.1433739450366
"p = 40","Yes",17.9220307590949
"p = 40","Yes",14.4183025695482
"p = 40","Yes",17.1021614571164
"p = 40","Yes",15.6752993546902
"p = 40","Yes",16.3439787750069
"p = 40","Yes",15.8431314259773
"p = 40","Yes",15.1631688121864
"p = 40","Yes",16.3903183046519
"p = 40","Yes",16.1871817191102
"p = 40","Yes",17.9441829983501
"p = 40","Yes",17.9992451762595
"p = 40","Yes",16.4159886699953
"p = 40","Yes",17.3985869791822
"p = 40","Yes",16.2249883664608
"p = 40","Yes",18.2132484004518
"p = 40","Yes",16.8378618672278
"p = 40","Yes",17.653629072497
"p = 40","Yes",16.896746754817
"p = 40","Yes",14.785040526642
"p = 40","Yes",20.4570574177231
"p = 40","Yes",15.4533789199597
"p = 40","Yes",15.5197762254795
"p = 40","Yes",17.1227882689755
"p = 40","Yes",17.8781782398763
"p = 40","Yes",16.5240651917905
"p = 40","Yes",19.1026284157411
"p = 40","Yes",16.8987465957387
"p = 40","Yes",17.3492321229072
"p = 40","Yes",17.0463934168334
"p = 40","Yes",17.1036609160093
"p = 40","Yes",21.2755148118812
"p = 40","Yes",15.7921873304813
"p = 40","Yes",16.9830017366252
"p = 40","Yes",18.6947813946643
"p = 40","Yes",14.2083100285853
"p = 40","Yes",17.8736898199164
"p = 40","Yes",17.0036526902811
"p = 40","Yes",19.173800521206
"p = 40","Yes",19.1905782740645
"p = 40","Yes",15.4789487196252
"p = 40","Yes",16.0986416992315
"p = 40","Yes",18.1338477700981
"p = 40","Yes",15.5152769927939
"p = 40","Yes",16.5357718880683
"p = 40","Yes",16.7244796058222
"p = 40","Yes",17.943465848829
"p = 40","Yes",18.7799862414559
"p = 40","Yes",21.0162517371509
"p = 40","Yes",16.8144855991507
"p = 40","Yes",15.4574234302374
"p = 40","Yes",16.4838123223879
"p = 40","Yes",16.2722564403491
"p = 40","Yes",15.0178583170719
"p = 40","Yes",16.7282453136753
"p = 40","Yes",17.4781910419125
"p = 40","Yes",16.7663208862687
"p = 40","Yes",18.7148436754369
"p = 40","Yes",15.5336006231795
"p = 40","Yes",16.026334556075
"p = 40","Yes",18.9317723356857
"p = 40","Yes",14.3559487134639
"p = 40","Yes",14.9210602864326
"p = 40","Yes",19.2836801733604
"p = 40","Yes",19.2614039749402
"p = 40","Yes",15.6019999258945
"p = 40","Yes",17.1575893043988
"p = 40","Yes",16.892362372587
"p = 40","Yes",17.1941900564333
"p = 40","Yes",16.4788880540641
"p = 40","Yes",15.7362387811562
"p = 40","Yes",15.6416101876659
"p = 40","Yes",18.2472323626464
"p = 40","Yes",17.6796589359992
"p = 40","Yes",17.9481386509505
"p = 40","Yes",16.1547548120757
"p = 40","Yes",16.043974688936
"p = 40","Yes",16.1809835618765
"p = 40","Yes",14.9806460651038
"p = 40","Yes",18.2654204053262
"p = 40","Yes",18.0545014565884
"p = 40","Yes",18.5463973969307
"p = 40","Yes",17.5002453354317
"p = 40","Yes",16.5116918877223
"p = 40","Yes",17.623707003118
"p = 40","Yes",17.039546408444
"p = 40","Yes",17.4196949078516
"p = 40","Yes",17.8198890768454
"p = 40","Yes",15.6942925002299
"p = 40","Yes",16.4000646205351
"p = 40","Yes",18.2657489588859
"p = 40","Yes",16.910198258614
"p = 40","Yes",18.0929633601641
"p = 40","Yes",15.1442412443926
"p = 40","Yes",17.1169956705694
"p = 40","Yes",15.8537189010381
"p = 40","Yes",16.5666832891318
"p = 40","Yes",16.1971764293168
"p = 40","Yes",16.1748542132203
"p = 40","Yes",16.9532244446485
"p = 40","Yes",19.4237796590744
"p = 40","Yes",16.4332543399099
"p = 40","Yes",17.1469123009854
"p = 40","Yes",16.7931280497733
"p = 40","Yes",14.6893240790446
"p = 40","Yes",16.2547344620168
"p = 40","Yes",17.1525345724354
"p = 40","Yes",17.0502467207695
"p = 40","Yes",17.526234965802
"p = 40","Yes",18.5358578248847
"p = 40","Yes",18.63966626382
"p = 40","Yes",16.5583050095048
"p = 40","Yes",16.7660872408635
"p = 40","Yes",15.574639308491
"p = 40","Yes",17.0775442798316
"p = 40","Yes",17.4377958752881
"p = 40","Yes",15.2966577293203
"p = 40","Yes",15.6333338111678
"p = 40","Yes",18.2421108415961
"p = 40","Yes",14.2284779419232
"p = 40","Yes",17.8482135637213
"p = 40","Yes",17.5547744061112
"p = 40","Yes",14.9399508473145
"p = 40","Yes",15.5831502435354
"p = 40","Yes",19.9481513806597
"p = 40","Yes",18.7765841598406
"p = 40","Yes",17.6749122761926
"p = 40","Yes",17.3338384245812
"p = 40","Yes",16.5402034148213
"p = 40","Yes",16.7656333168773
"p = 40","Yes",15.916817353794
"p = 40","Yes",20.8526014869839
"p = 40","Yes",18.6027373671569
"p = 40","Yes",16.4974053619799
"p = 40","Yes",16.8535011949223
"p = 40","Yes",16.366368500339
"p = 40","Yes",18.5476350469622
"p = 40","Yes",17.1477877759089
"p = 40","Yes",18.4475370825593
"p = 40","Yes",18.9010765315207
"p = 40","Yes",17.8719977189242
"p = 40","Yes",16.3094327570286
"p = 40","Yes",16.1792260122616
"p = 40","Yes",19.753707464871
"p = 40","Yes",16.810315047746
"p = 40","Yes",16.0671410458683
"p = 40","Yes",16.5266876105312
"p = 40","Yes",17.5837526141097
"p = 40","Yes",16.6236615013072
"p = 40","Yes",16.7517511723717
"p = 40","Yes",19.0398060084903
"p = 40","Yes",15.6439795456423
"p = 40","Yes",15.3094338133683
"p = 40","Yes",16.0523484859755
"p = 40","Yes",15.3159413306488
"p = 40","Yes",17.0286775037838
"p = 40","Yes",17.1304435114963
"p = 40","Yes",15.7531910481596
"p = 40","Yes",16.4839705085799
"p = 40","Yes",16.9593451601316
"p = 40","Yes",15.4912820354731
"p = 40","Yes",21.3946668213079
"p = 40","Yes",17.8140313044127
"p = 40","Yes",17.670110462616
"p = 40","Yes",17.633067264475
"p = 40","Yes",16.3415296379689
"p = 40","Yes",15.1163134465259
"p = 40","Yes",15.8882252350648
"p = 40","Yes",18.413863505697
"p = 40","Yes",17.4546200652657
"p = 40","Yes",20.2344459078531
"p = 40","Yes",16.8754920786876
"p = 40","Yes",17.7026498011475
"p = 40","Yes",15.5707732441361
"p = 40","Yes",17.1385939777016
"p = 40","Yes",18.7583018245262
"p = 40","Yes",17.1182457229
"p = 40","Yes",18.8449056624603
"p = 40","Yes",16.1496554421844
"p = 40","Yes",16.2931290921357
"p = 40","Yes",17.3867490919304
"p = 40","Yes",19.0870852915551
"p = 40","Yes",18.3966114268905
"p = 40","Yes",14.9038028261287
"p = 40","Yes",18.867437032885
"p = 40","Yes",16.8754517690442
"p = 40","Yes",16.0360912963626
"p = 40","Yes",17.7686197928332
"p = 40","Yes",16.2348386204804
"p = 40","Yes",15.1382731140234
"p = 40","Yes",16.3523462998856
"p = 40","Yes",18.1953546903776
"p = 40","Yes",17.2190476787914
"p = 40","Yes",15.2971314398105
"p = 40","Yes",15.6349738697985
"p = 40","Yes",16.677226471551
"p = 40","Yes",15.8514753196565
"p = 40","Yes",17.3801871970671
"p = 40","Yes",17.9690374197893
"p = 40","Yes",15.7416789492964
"p = 40","Yes",18.3512004220534
"p = 40","Yes",18.8108475439758
"p = 40","Yes",17.3541230730018
"p = 40","Yes",14.6466110155565
"p = 40","Yes",19.9079285507799
"p = 40","Yes",18.0811989938646
"p = 40","Yes",16.8203260453624
"p = 40","Yes",16.5949465768306
"p = 40","Yes",16.3563975999091
"p = 40","Yes",17.3698849973109
"p = 40","Yes",15.3019043777627
"p = 40","Yes",18.253763438502
"p = 40","Yes",15.6176306880192
"p = 40","Yes",18.3364020940619
"p = 40","Yes",15.7097225795392
"p = 40","Yes",17.1649577948392
"p = 40","Yes",18.1417630470103
"p = 40","Yes",14.8668010934608
"p = 40","Yes",17.2145379540252
"p = 40","Yes",18.3730033689589
"p = 40","Yes",18.451361008773
"p = 40","Yes",16.2369434197157
"p = 40","Yes",15.5715581667884
"p = 40","Yes",16.7156985324661
"p = 40","Yes",21.5495884447674
"p = 40","Yes",18.1965834453059
"p = 40","Yes",17.2330224000744
"p = 40","Yes",17.6389866898251
"p = 40","Yes",17.9867126319724
"p = 40","Yes",17.3507298867389
"p = 40","Yes",17.7862667000085
"p = 40","Yes",15.5945317361719
"p = 40","Yes",17.7584193166354
"p = 40","Yes",16.6902117922937
"p = 40","Yes",16.2525761525499
"p = 40","Yes",18.0657601700654
"p = 40","Yes",17.4712174664328
"p = 40","Yes",17.1813505950829
"p = 40","Yes",18.0293704481451
"p = 40","Yes",16.3976380172088
"p = 40","Yes",17.3059204126714
"p = 40","Yes",18.7188409542211
"p = 40","Yes",15.4548329592794
"p = 40","Yes",16.5379325959299
"p = 40","Yes",18.1722739278213
"p = 40","Yes",15.1554441258913
"p = 40","Yes",17.8220980601147
"p = 40","Yes",16.9037407454083
"p = 40","Yes",15.4927246750861
"p = 40","Yes",16.2827250699151
"p = 40","Yes",17.6567327465458
"p = 40","Yes",16.3962117291275
"p = 40","Yes",15.874710905627
"p = 40","Yes",18.07816433316
"p = 40","Yes",19.1991107950634
"p = 40","Yes",18.3167015822989
"p = 40","Yes",18.0540623058584
"p = 40","Yes",18.1350566521173
"p = 40","Yes",17.5783443425703
"p = 40","Yes",18.1010421989956
"p = 40","Yes",17.7802280942316
"p = 40","Yes",16.2174801945708
"p = 40","Yes",18.643596227513
"p = 40","Yes",17.1858844027733
"p = 40","Yes",17.0530689834693
"p = 40","Yes",19.1477498485241
"p = 40","Yes",16.5253082961516
"p = 40","Yes",15.6147470280122
"p = 40","Yes",17.8053715635933
"p = 40","Yes",18.098003679392
"p = 40","Yes",17.6653769866987
"p = 40","Yes",17.0592555486411
"p = 40","Yes",19.1588477886267
"p = 40","Yes",16.465544488745
"p = 40","Yes",17.0936839998683
"p = 40","Yes",17.0431026981191
"p = 40","Yes",21.0854703760904
"p = 40","Yes",18.6890427504021
"p = 40","Yes",16.3702402074815
"p = 40","Yes",16.3711365132546
"p = 40","Yes",18.9689066393317
"p = 40","Yes",20.9640871137272
"p = 40","Yes",16.136880950747
"p = 40","Yes",18.6956787581084
"p = 40","Yes",17.5221091868371
"p = 40","Yes",16.5804418847379
"p = 40","Yes",19.5187006688492
"p = 40","Yes",20.1613548968726
"p = 40","Yes",14.7880648643556
"p = 40","Yes",16.9650352526806
"p = 40","Yes",17.2747398928321
"p = 40","Yes",19.1032586135935
"p = 40","Yes",17.8414508254094
"p = 40","Yes",17.9883658902916
"p = 40","Yes",18.0233164735418
"p = 40","Yes",16.9602307694482
"p = 40","Yes",17.2865048814674
"p = 40","Yes",17.3328441979399
"p = 40","Yes",17.8658067166849
"p = 40","Yes",16.6471164677461
"p = 40","Yes",17.5130195226774
"p = 40","Yes",15.685550895802
"p = 40","Yes",14.6003900739626
"p = 40","Yes",18.6509000521871
"p = 40","Yes",16.4859432175053
"p = 40","Yes",17.7115988137624
"p = 40","Yes",19.2043001369511
"p = 40","Yes",17.8211356191004
"p = 40","Yes",17.0841482454534
"p = 40","Yes",19.6585111353852
"p = 40","Yes",16.9225413517319
"p = 40","Yes",18.3543226206973
"p = 40","Yes",15.6350457650758
"p = 40","Yes",19.7509276492633
"p = 40","Yes",17.842298035582
"p = 40","Yes",14.9712160448669
"p = 40","Yes",18.5370733126427
"p = 40","Yes",18.4989047587156
"p = 40","Yes",15.1877213326342
"p = 40","Yes",19.9048244410589
"p = 40","Yes",19.0538831949191
"p = 40","Yes",18.6700958643686
"p = 40","Yes",18.2362009785751
"p = 40","Yes",18.6672935179119
"p = 40","Yes",15.4867847571582
"p = 40","Yes",17.8863768599072
"p = 40","Yes",15.5053276636066
"p = 40","Yes",15.1462120043173
"p = 40","Yes",17.1933016880364
"p = 40","Yes",16.4243101798788
"p = 40","Yes",19.3151813052561
"p = 40","Yes",18.479562714529
"p = 40","Yes",16.7717622725364
"p = 40","Yes",15.8396093137604
"p = 40","Yes",16.9248036066562
"p = 40","Yes",17.0378798106897
"p = 40","Yes",14.6082098638721
"p = 40","Yes",16.5627120800724
"p = 40","Yes",17.2895063156873
"p = 40","Yes",15.9890772565558
"p = 40","Yes",17.8792770245696
"p = 40","Yes",18.2919579812862
"p = 40","Yes",17.8386726418868
"p = 40","Yes",17.2277216555538
"p = 40","Yes",18.1468458040924
"p = 40","Yes",17.7855089035269
"p = 40","Yes",20.674430094444
"p = 40","Yes",19.1622071461546
"p = 40","Yes",17.3429509925027
"p = 40","Yes",15.5218976104183
"p = 40","Yes",19.1109745196367
"p = 40","Yes",15.4772832313826
"p = 40","Yes",15.4018548017324
"p = 40","Yes",18.9684206967772
"p = 40","Yes",13.4711801945856
"p = 40","Yes",16.0336070487224
"p = 40","Yes",18.8507457021954
"p = 40","Yes",16.9636599069162
"p = 40","Yes",18.7130903488653
"p = 40","Yes",17.7724812429533
"p = 40","Yes",17.0646042365708
"p = 40","Yes",16.2072834473673
"p = 40","Yes",15.7353822075271
"p = 40","Yes",17.9937266558634
"p = 40","Yes",19.8657389364837
"p = 40","Yes",18.9334954379522
"p = 40","Yes",18.7117924636188
"p = 40","Yes",19.0716831982404
"p = 40","Yes",17.4406653218137
"p = 40","Yes",15.2816103445753
"p = 40","Yes",17.4824940440582
"p = 40","Yes",17.6453216218675
"p = 40","Yes",17.1448718589477
"p = 40","Yes",16.4630400499867
"p = 40","Yes",15.8116929414132
"p = 40","Yes",18.069551650414
"p = 40","Yes",16.5989337687592
"p = 40","Yes",14.6702762781202
"p = 40","Yes",15.1856664858593
"p = 40","Yes",13.8848490375397
"p = 40","Yes",17.2236521564041
"p = 40","Yes",17.4586590944015
"p = 40","Yes",16.6208251020536
"p = 40","Yes",16.8523372635908
"p = 40","Yes",14.9240611653676
"p = 40","Yes",18.2521616088612
"p = 40","Yes",16.5240793887854
"p = 40","Yes",17.6190230725219
"p = 40","Yes",16.1632704168169
"p = 40","Yes",15.6420469686394
"p = 40","Yes",16.4192899458829
"p = 40","Yes",16.3042213516099
"p = 40","Yes",16.7235137123173
"p = 40","Yes",17.4692380507066
"p = 40","Yes",19.6360074867945
"p = 40","Yes",17.8912908055743
"p = 40","Yes",17.7719302559159
"p = 40","Yes",19.47446809014
"p = 40","Yes",17.6311672064694
"p = 40","Yes",17.8513881938537
"p = 40","Yes",16.5745445637692
"p = 40","Yes",18.1578195502559
"p = 40","Yes",18.7348841784582
"p = 40","Yes",14.8543860569607
"p = 40","Yes",18.697194690798
"p = 40","Yes",16.0039060145601
"p = 40","Yes",16.7935081695487
"p = 40","Yes",18.6510480114656
"p = 40","Yes",18.5197051292859
"p = 40","Yes",16.8087071560619
"p = 40","Yes",19.0478630571279
"p = 40","Yes",17.7828196335107
"p = 40","Yes",18.2723480549506
"p = 40","Yes",16.7565881052022
"p = 40","Yes",16.1396510440596
"p = 40","Yes",17.5944408739933
"p = 40","Yes",15.4051198393825
"p = 40","Yes",15.4369999135877
"p = 40","Yes",16.4911270734882
"p = 40","Yes",17.588679575825
"p = 40","Yes",15.1157877500312
"p = 40","Yes",17.3399748067564
"p = 40","Yes",18.0086695154088
"p = 40","Yes",15.929570333357
"p = 40","Yes",16.2033227627724
"p = 40","Yes",17.3431014798631
"p = 40","Yes",19.3857572175598
"p = 40","Yes",17.4783977597234
"p = 40","Yes",14.7787593537379
"p = 40","Yes",16.4201453394583
"p = 40","Yes",15.6909516879351
"p = 40","Yes",19.5279539962499
"p = 40","Yes",18.6431683827588
"p = 40","Yes",16.6948011759438
"p = 40","Yes",16.1258751580963
"p = 40","Yes",19.1380420484399
"p = 40","Yes",17.2795366988339
"p = 40","Yes",18.7684587725767
"p = 40","Yes",16.6010536982368
"p = 40","Yes",16.6324624635461
"p = 40","Yes",16.9872489174289
"p = 40","Yes",16.0203245728977
"p = 40","Yes",17.6098683621701
"p = 40","Yes",16.8330874933667
"p = 40","Yes",18.101869261695
"p = 40","Yes",20.9715699053668
"p = 40","Yes",17.2490902085928
"p = 40","Yes",18.2419612926608
"p = 40","Yes",18.8847733884923
"p = 40","Yes",17.1216431162041
"p = 40","Yes",19.0141123849136
"p = 40","Yes",17.8332636877328
"p = 40","Yes",18.2892155871236
"p = 40","Yes",17.037318757037
"p = 40","Yes",17.3952097063792
"p = 40","Yes",17.3087922057978
"p = 40","Yes",18.6894971535028
"p = 40","Yes",15.9595520515379
"p = 40","Yes",16.7480492317876
"p = 40","Yes",17.8938045101232
"p = 40","Yes",18.4787168331826
"p = 40","Yes",18.3833598700713
"p = 40","Yes",16.7871245354484
"p = 40","Yes",16.9160530156265
"p = 40","Yes",17.7738162370993
"p = 40","Yes",17.6241609633533
"p = 40","Yes",16.1955012634961
"p = 40","Yes",19.4573148160817
"p = 40","Yes",15.9525529629134
"p = 40","Yes",17.2911617229112
"p = 40","Yes",16.5204837849059
"p = 40","Yes",17.6399149336277
"p = 40","Yes",15.689995841958
"p = 40","Yes",17.7275033270472
"p = 40","Yes",16.5961145191062
"p = 40","Yes",18.8957581951626
"p = 40","Yes",18.8300551565734
"p = 40","Yes",13.6099958015623
"p = 40","Yes",18.1120568746907
"p = 40","Yes",15.4968776728286
"p = 40","Yes",17.5284780545301
"p = 40","Yes",20.4301582787047
"p = 40","Yes",20.7202512057446
"p = 40","Yes",19.0392358960229
"p = 40","Yes",18.7174361397664
"p = 40","Yes",14.8407802599337
"p = 40","Yes",15.9177040900076
"p = 40","Yes",16.7156046665747
"p = 40","Yes",19.023981752802
"p = 40","Yes",18.8784544070844
"p = 40","Yes",15.9685167383662
"p = 40","Yes",17.6348134521344
"p = 40","Yes",20.1356490679566
"p = 40","Yes",17.3135577204833
"p = 40","Yes",17.5935559087099
"p = 40","Yes",16.7642200366038
"p = 40","Yes",18.3028587333688
"p = 40","Yes",19.128014500257
"p = 40","Yes",17.3908221881848
"p = 40","Yes",16.3698704610516
"p = 40","Yes",16.6051897163944
"p = 40","Yes",15.5519239419487
"p = 40","Yes",18.3034137483025
"p = 40","Yes",18.5192317979248
"p = 40","Yes",15.5578458997303
"p = 40","Yes",19.0828434195883
"p = 40","Yes",15.9017229842329
"p = 40","Yes",16.283423837691
"p = 40","Yes",16.5119936655225
