"dimen","variable","value"
"p = 40","Yes",16.8629049235988
"p = 40","Yes",17.3744765206274
"p = 40","Yes",17.0945473313264
"p = 40","Yes",16.5888434481205
"p = 40","Yes",16.6120047303827
"p = 40","Yes",20.6078238220209
"p = 40","Yes",16.046006012537
"p = 40","Yes",18.8235588471419
"p = 40","Yes",18.0112416947518
"p = 40","Yes",16.0932498740969
"p = 40","Yes",18.3735996552304
"p = 40","Yes",18.0965584096599
"p = 40","Yes",14.7765168014947
"p = 40","Yes",15.6997046485909
"p = 40","Yes",19.2299607224535
"p = 40","Yes",19.6297693726683
"p = 40","Yes",19.6035366423712
"p = 40","Yes",16.7163018099551
"p = 40","Yes",16.2426209824565
"p = 40","Yes",18.2310148689262
"p = 40","Yes",15.4862361097016
"p = 40","Yes",17.4376495656643
"p = 40","Yes",14.4459514034036
"p = 40","Yes",16.9931280310008
"p = 40","Yes",17.4422098796201
"p = 40","Yes",19.0493842241484
"p = 40","Yes",16.0445376909335
"p = 40","Yes",15.3148836273475
"p = 40","Yes",18.4680715486515
"p = 40","Yes",19.0693257627398
"p = 40","Yes",19.9424248093137
"p = 40","Yes",16.4797577188784
"p = 40","Yes",16.3406291302119
"p = 40","Yes",18.2865952750065
"p = 40","Yes",17.3702213572278
"p = 40","Yes",19.617579570037
"p = 40","Yes",16.2449843355833
"p = 40","Yes",17.5846276179903
"p = 40","Yes",19.5936914808945
"p = 40","Yes",16.5796178100496
"p = 40","Yes",18.7527128827297
"p = 40","Yes",18.5737895105273
"p = 40","Yes",18.8195862432146
"p = 40","Yes",17.4593065079701
"p = 40","Yes",19.4596499101568
"p = 40","Yes",18.9233669971929
"p = 40","Yes",15.5950504296033
"p = 40","Yes",16.4041719964954
"p = 40","Yes",16.0107062723629
"p = 40","Yes",19.0851446445438
"p = 40","Yes",16.1361422224703
"p = 40","Yes",16.2449064822235
"p = 40","Yes",17.4994737319573
"p = 40","Yes",17.9568858215077
"p = 40","Yes",16.9020700984091
"p = 40","Yes",18.1392602519036
"p = 40","Yes",17.4468158033054
"p = 40","Yes",17.2564736708568
"p = 40","Yes",19.742052533868
"p = 40","Yes",16.1912690009967
"p = 40","Yes",15.3412023301792
"p = 40","Yes",17.5885019057993
"p = 40","Yes",17.7454352219216
"p = 40","Yes",17.8975294052574
"p = 40","Yes",17.4700184220793
"p = 40","Yes",17.2067707298169
"p = 40","Yes",17.4984559437868
"p = 40","Yes",17.8390451634626
"p = 40","Yes",16.1027319216732
"p = 40","Yes",20.7798419743981
"p = 40","Yes",15.3605854871167
"p = 40","Yes",15.7977325325136
"p = 40","Yes",16.8662627919579
"p = 40","Yes",19.4460809410194
"p = 40","Yes",17.7503259153133
"p = 40","Yes",18.843280776982
"p = 40","Yes",15.2763098055868
"p = 40","Yes",17.3777703115078
"p = 40","Yes",16.8906995097512
"p = 40","Yes",15.2906593249368
"p = 40","Yes",17.1244333457776
"p = 40","Yes",16.4751274665295
"p = 40","Yes",18.2104308870788
"p = 40","Yes",17.625075250267
"p = 40","Yes",15.339563506084
"p = 40","Yes",18.7472218354757
"p = 40","Yes",16.7959743962348
"p = 40","Yes",19.6096325159512
"p = 40","Yes",17.0357023080742
"p = 40","Yes",14.7117758352454
"p = 40","Yes",17.5011136312029
"p = 40","Yes",19.1256946222858
"p = 40","Yes",19.727250165274
"p = 40","Yes",18.2870987900612
"p = 40","Yes",20.4241543485036
"p = 40","Yes",17.9212008064482
"p = 40","Yes",19.646578015335
"p = 40","Yes",15.5754282803104
"p = 40","Yes",16.5792562659866
"p = 40","Yes",13.75391887451
"p = 40","Yes",15.7204350045918
"p = 40","Yes",15.7444466964534
"p = 40","Yes",18.0492099683904
"p = 40","Yes",18.3101312045908
"p = 40","Yes",15.7951147184585
"p = 40","Yes",21.3214694444327
"p = 40","Yes",17.5852425504639
"p = 40","Yes",18.8110687652575
"p = 40","Yes",19.1587527932651
"p = 40","Yes",16.4894524943911
"p = 40","Yes",15.3792424787268
"p = 40","Yes",16.2764161705034
"p = 40","Yes",18.2054843693753
"p = 40","Yes",16.4437173867041
"p = 40","Yes",14.8359347868199
"p = 40","Yes",17.4303744375325
"p = 40","Yes",18.4344750094709
"p = 40","Yes",17.3016953116501
"p = 40","Yes",16.0679137962066
"p = 40","Yes",20.0752075702862
"p = 40","Yes",19.5717294012961
"p = 40","Yes",17.3401955566304
"p = 40","Yes",20.2647591556261
"p = 40","Yes",19.7444263822982
"p = 40","Yes",15.941505815258
"p = 40","Yes",15.8275091285673
"p = 40","Yes",18.177141044907
"p = 40","Yes",17.9410869335604
"p = 40","Yes",18.8161599792207
"p = 40","Yes",21.4036821047386
"p = 40","Yes",15.6492858948405
"p = 40","Yes",15.3948946193069
"p = 40","Yes",18.8203442563912
"p = 40","Yes",19.5093330488728
"p = 40","Yes",17.7958906996883
"p = 40","Yes",19.8838682630451
"p = 40","Yes",15.0008648676739
"p = 40","Yes",19.4684696680103
"p = 40","Yes",17.3230370206062
"p = 40","Yes",17.6614826859857
"p = 40","Yes",17.0705588914282
"p = 40","Yes",18.2835819220765
"p = 40","Yes",17.8162333886814
"p = 40","Yes",16.0629975492574
"p = 40","Yes",17.5065233932466
"p = 40","Yes",18.9029833069104
"p = 40","Yes",16.5044792337555
"p = 40","Yes",17.6182504749111
"p = 40","Yes",16.2033197105863
"p = 40","Yes",18.9914609941051
"p = 40","Yes",19.1118197105893
"p = 40","Yes",19.685426852084
"p = 40","Yes",16.5836978648657
"p = 40","Yes",16.0371591123122
"p = 40","Yes",16.4110272033633
"p = 40","Yes",16.3494699169321
"p = 40","Yes",16.0968582354443
"p = 40","Yes",17.8311753203601
"p = 40","Yes",16.1960064546849
"p = 40","Yes",16.2725639738362
"p = 40","Yes",15.7091815226023
"p = 40","Yes",19.0691262750016
"p = 40","Yes",16.7512148451047
"p = 40","Yes",17.3456686857947
"p = 40","Yes",14.0962499168086
"p = 40","Yes",15.1455215951374
"p = 40","Yes",17.2644684359559
"p = 40","Yes",15.801374953391
"p = 40","Yes",16.3743765599446
"p = 40","Yes",18.139342449899
"p = 40","Yes",20.3699055518127
"p = 40","Yes",17.0214275458491
"p = 40","Yes",18.8677097684282
"p = 40","Yes",15.5825554697973
"p = 40","Yes",16.5802295582936
"p = 40","Yes",17.6100752490719
"p = 40","Yes",16.067505825505
"p = 40","Yes",15.014076272072
"p = 40","Yes",17.2827234844561
"p = 40","Yes",14.599583741188
"p = 40","Yes",17.0872625716245
"p = 40","Yes",18.6905705377251
"p = 40","Yes",21.3131964586445
"p = 40","Yes",19.0219728810632
"p = 40","Yes",18.7222120184835
"p = 40","Yes",17.9250420571519
"p = 40","Yes",17.835017020727
"p = 40","Yes",17.1576205646718
"p = 40","Yes",17.0734482818584
"p = 40","Yes",20.3202167230695
"p = 40","Yes",19.1407441991711
"p = 40","Yes",15.7742007850624
"p = 40","Yes",16.4558667160106
"p = 40","Yes",18.038666062466
"p = 40","Yes",17.931983338121
"p = 40","Yes",16.2019170615581
"p = 40","Yes",19.2760720040162
"p = 40","Yes",19.7805666419566
"p = 40","Yes",18.7509367860255
"p = 40","Yes",17.0225774716498
"p = 40","Yes",15.0122910513349
"p = 40","Yes",15.4395033908424
"p = 40","Yes",18.1029327257607
"p = 40","Yes",19.4007883654661
"p = 40","Yes",17.8831292855764
"p = 40","Yes",18.3256138557744
"p = 40","Yes",20.1106763291512
"p = 40","Yes",16.7273933439044
"p = 40","Yes",19.9014998564374
"p = 40","Yes",16.8330792908517
"p = 40","Yes",18.3256107333077
"p = 40","Yes",16.763197738482
"p = 40","Yes",16.111073143001
"p = 40","Yes",18.0540844921375
"p = 40","Yes",17.5784794946458
"p = 40","Yes",18.8979894125148
"p = 40","Yes",17.3361917710574
"p = 40","Yes",18.1203120328187
"p = 40","Yes",16.5347247580448
"p = 40","Yes",15.985705594156
"p = 40","Yes",19.1323664474672
"p = 40","Yes",16.1963967215948
"p = 40","Yes",15.2563236274057
"p = 40","Yes",18.3279822356273
"p = 40","Yes",18.2907541370121
"p = 40","Yes",17.2690103175741
"p = 40","Yes",15.9767238262133
"p = 40","Yes",14.7638406303195
"p = 40","Yes",19.1486958344242
"p = 40","Yes",17.3526424445728
"p = 40","Yes",16.6732911047611
"p = 40","Yes",14.5643670112744
"p = 40","Yes",18.348628685699
"p = 40","Yes",17.3788335853734
"p = 40","Yes",16.9411164751072
"p = 40","Yes",20.4134432831336
"p = 40","Yes",18.0043844847817
"p = 40","Yes",17.8974865142353
"p = 40","Yes",16.0794849246969
"p = 40","Yes",18.7937702982519
"p = 40","Yes",17.4578149466539
"p = 40","Yes",19.6326340673044
"p = 40","Yes",17.3210869991244
"p = 40","Yes",17.7135831723337
"p = 40","Yes",15.1673470755607
"p = 40","Yes",15.6729125177205
"p = 40","Yes",16.7617392315625
"p = 40","Yes",18.6834743869148
"p = 40","Yes",19.6341465807872
"p = 40","Yes",18.9928154059373
"p = 40","Yes",15.9127921312783
"p = 40","Yes",17.9817279893511
"p = 40","Yes",17.2774512602529
"p = 40","Yes",17.9141958315605
"p = 40","Yes",16.5465934213559
"p = 40","Yes",16.0973288013484
"p = 40","Yes",15.9626233842071
"p = 40","Yes",16.7361061208465
"p = 40","Yes",18.0768994092687
"p = 40","Yes",17.4016719643828
"p = 40","Yes",18.3206145510687
"p = 40","Yes",17.3875427649408
"p = 40","Yes",19.7611782637097
"p = 40","Yes",15.9248816145952
"p = 40","Yes",17.0462422582947
"p = 40","Yes",18.5047400661874
"p = 40","Yes",16.3259403554337
"p = 40","Yes",15.5651775462667
"p = 40","Yes",16.9224820991949
"p = 40","Yes",14.1432210914464
"p = 40","Yes",19.148127447998
"p = 40","Yes",17.8489314681538
"p = 40","Yes",18.1221224495847
"p = 40","Yes",19.2285228633312
"p = 40","Yes",17.877601927695
"p = 40","Yes",16.2939578235883
"p = 40","Yes",19.4950542061203
"p = 40","Yes",17.0171745714953
"p = 40","Yes",16.5908435500334
"p = 40","Yes",15.3876713110569
"p = 40","Yes",20.1034904716365
"p = 40","Yes",16.2254160013554
"p = 40","Yes",18.3948896869631
"p = 40","Yes",15.4727413932715
"p = 40","Yes",17.4148392192177
"p = 40","Yes",19.2825646142155
"p = 40","Yes",18.6084406940361
"p = 40","Yes",17.6890451037168
"p = 40","Yes",16.9709170823486
"p = 40","Yes",19.6258328053288
"p = 40","Yes",17.2492342295851
"p = 40","Yes",16.2455034026105
"p = 40","Yes",16.8952252352767
"p = 40","Yes",17.8658631156813
"p = 40","Yes",17.1229926902301
"p = 40","Yes",17.1423304160802
"p = 40","Yes",18.1979672180549
"p = 40","Yes",18.7598176540937
"p = 40","Yes",15.744562019563
"p = 40","Yes",17.0742409433105
"p = 40","Yes",15.5411634673974
"p = 40","Yes",17.3756884563936
"p = 40","Yes",16.1954665618079
"p = 40","Yes",16.9458680769359
"p = 40","Yes",17.586669028552
"p = 40","Yes",18.342903180756
"p = 40","Yes",17.4981054312579
"p = 40","Yes",18.7570438078458
"p = 40","Yes",17.0236685282681
"p = 40","Yes",15.3136376530474
"p = 40","Yes",17.9700201261213
"p = 40","Yes",18.7994610920787
"p = 40","Yes",17.9108027055515
"p = 40","Yes",18.5473096153939
"p = 40","Yes",17.4304762832072
"p = 40","Yes",15.1741836082068
"p = 40","Yes",18.1622983665729
"p = 40","Yes",18.817901286856
"p = 40","Yes",18.8818555125171
"p = 40","Yes",16.8081042151307
"p = 40","Yes",17.7509120699385
"p = 40","Yes",19.0962956372388
"p = 40","Yes",17.4731811319466
"p = 40","Yes",14.6671173338699
"p = 40","Yes",18.3779356909849
"p = 40","Yes",19.1697833146093
"p = 40","Yes",16.548228289731
"p = 40","Yes",18.2112166902524
"p = 40","Yes",18.3731982456891
"p = 40","Yes",14.3615286348873
"p = 40","Yes",18.9303277414438
"p = 40","Yes",16.732881210133
"p = 40","Yes",16.5874563145778
"p = 40","Yes",15.0859195832843
"p = 40","Yes",18.5343806735371
"p = 40","Yes",18.5683993509729
"p = 40","Yes",17.1968527504901
"p = 40","Yes",15.9842663335654
"p = 40","Yes",16.545873222703
"p = 40","Yes",19.5216382356182
"p = 40","Yes",16.3247034151245
"p = 40","Yes",16.7895040626294
"p = 40","Yes",15.9514429648211
"p = 40","Yes",15.6460879180905
"p = 40","Yes",16.98347889242
"p = 40","Yes",15.682662874464
"p = 40","Yes",20.7477384953611
"p = 40","Yes",19.3050205291519
"p = 40","Yes",19.1444832903276
"p = 40","Yes",15.0465337770402
"p = 40","Yes",15.70647339411
"p = 40","Yes",16.3326123229885
"p = 40","Yes",17.5739104536975
"p = 40","Yes",17.2557864417756
"p = 40","Yes",14.8956120917293
"p = 40","Yes",17.4685132364571
"p = 40","Yes",17.650160515259
"p = 40","Yes",20.1262314062335
"p = 40","Yes",17.5696066941756
"p = 40","Yes",17.5981283944389
"p = 40","Yes",16.4888747608789
"p = 40","Yes",16.654785264538
"p = 40","Yes",15.2794458402455
"p = 40","Yes",16.7068958699645
"p = 40","Yes",19.0006367780305
"p = 40","Yes",19.3247693388743
"p = 40","Yes",17.5848096019174
"p = 40","Yes",15.5399467029633
"p = 40","Yes",15.8246860698317
"p = 40","Yes",18.0494046572595
"p = 40","Yes",16.8384700492752
"p = 40","Yes",17.4339553677961
"p = 40","Yes",20.7198147537404
"p = 40","Yes",18.5181963025119
"p = 40","Yes",15.8010598374957
"p = 40","Yes",15.7976123751209
"p = 40","Yes",18.9744447014479
"p = 40","Yes",16.9759089923846
"p = 40","Yes",19.3983934756251
"p = 40","Yes",16.3140332260751
"p = 40","Yes",20.0209988594859
"p = 40","Yes",19.6279377121455
"p = 40","Yes",18.9640618625686
"p = 40","Yes",18.1577877023356
"p = 40","Yes",16.6335060216478
"p = 40","Yes",17.67526296857
"p = 40","Yes",15.6650566969015
"p = 40","Yes",15.9739097917089
"p = 40","Yes",16.2208806631894
"p = 40","Yes",18.8685379811187
"p = 40","Yes",18.1621143344936
"p = 40","Yes",18.5635285107992
"p = 40","Yes",17.1255142687289
"p = 40","Yes",16.8336282497361
"p = 40","Yes",20.2804822188131
"p = 40","Yes",19.3577515243112
"p = 40","Yes",16.8192831804709
"p = 40","Yes",18.9947209870884
"p = 40","Yes",17.5773110219384
"p = 40","Yes",18.2122573915325
"p = 40","Yes",17.9922933347599
"p = 40","Yes",20.079465993061
"p = 40","Yes",19.7743880356325
"p = 40","Yes",17.654231869571
"p = 40","Yes",19.5840483793789
"p = 40","Yes",18.5268499517275
"p = 40","Yes",21.0813137977587
"p = 40","Yes",16.3111681858982
"p = 40","Yes",17.1293684975602
"p = 40","Yes",21.0947696376513
"p = 40","Yes",15.8749110201299
"p = 40","Yes",18.1576966022478
"p = 40","Yes",16.6166174710101
"p = 40","Yes",20.8515928747483
"p = 40","Yes",18.2409614054914
"p = 40","Yes",14.7169875489567
"p = 40","Yes",18.4574017778072
"p = 40","Yes",18.7064081408399
"p = 40","Yes",18.4874703300104
"p = 40","Yes",16.4538493093375
"p = 40","Yes",16.8055229681924
"p = 40","Yes",17.42290749866
"p = 40","Yes",17.8937213167397
"p = 40","Yes",19.1280243580697
"p = 40","Yes",17.9237249636843
"p = 40","Yes",17.1464031210664
"p = 40","Yes",17.2912611318327
"p = 40","Yes",18.461790183117
"p = 40","Yes",19.5401768403511
"p = 40","Yes",16.8001634682281
"p = 40","Yes",17.7221448366954
"p = 40","Yes",19.112306158209
"p = 40","Yes",16.1062361721355
"p = 40","Yes",15.270861117591
"p = 40","Yes",15.9752886743655
"p = 40","Yes",18.6943440778369
"p = 40","Yes",20.2346607098188
"p = 40","Yes",18.6115225202558
"p = 40","Yes",16.6159101484208
"p = 40","Yes",15.1231412318009
"p = 40","Yes",17.953036134559
"p = 40","Yes",18.1331278248124
"p = 40","Yes",18.4794809227761
"p = 40","Yes",18.9783922800175
"p = 40","Yes",17.2692798076845
"p = 40","Yes",17.5880068880712
"p = 40","Yes",15.701225810552
"p = 40","Yes",16.4041050361638
"p = 40","Yes",17.4444010357851
"p = 40","Yes",17.2135890597625
"p = 40","Yes",17.3311257895776
"p = 40","Yes",17.8960417812081
"p = 40","Yes",15.2190775428911
"p = 40","Yes",16.0410787720794
"p = 40","Yes",21.309516548942
"p = 40","Yes",16.3991359497407
"p = 40","Yes",18.903677531721
"p = 40","Yes",17.1597330159227
"p = 40","Yes",17.8710170134998
"p = 40","Yes",14.2670906467889
"p = 40","Yes",16.0021235493285
"p = 40","Yes",18.8861457709652
"p = 40","Yes",19.3935489058556
"p = 40","Yes",16.9263793589371
"p = 40","Yes",16.011083228578
"p = 40","Yes",17.6581837429146
"p = 40","Yes",16.3278852670421
"p = 40","Yes",18.9506344657071
"p = 40","Yes",19.7708158809843
"p = 40","Yes",17.762777810082
"p = 40","Yes",15.4208384053434
"p = 40","Yes",17.2511516124341
"p = 40","Yes",15.6016806640172
"p = 40","Yes",16.1848280561109
"p = 40","Yes",18.4366918209921
"p = 40","Yes",19.3762720510028
"p = 40","Yes",18.5076059635339
"p = 40","Yes",19.43505320328
"p = 40","Yes",16.4757234895192
"p = 40","Yes",17.8948878771808
"p = 40","Yes",14.9776321485857
"p = 40","Yes",17.7063972392272
"p = 40","Yes",17.2205987568883
"p = 40","Yes",17.1850198119934
"p = 40","Yes",18.004767849769
"p = 40","Yes",18.092503035498
"p = 40","Yes",20.705503287312
"p = 40","Yes",19.3248096824517
"p = 40","Yes",20.8128170125846
"p = 40","Yes",19.1131584503607
"p = 40","Yes",17.8207224118239
"p = 40","Yes",19.1998900689396
"p = 40","Yes",17.0057558230916
"p = 40","Yes",16.8476521643026
"p = 40","Yes",17.3906706026353
"p = 40","Yes",15.3412689512133
"p = 40","Yes",17.6173020125644
"p = 40","Yes",17.5852790930927
"p = 40","Yes",17.2129853652483
"p = 40","Yes",15.4289383533873
"p = 40","Yes",18.0141441451875
"p = 40","Yes",17.8155231865762
"p = 40","Yes",16.8785674304202
"p = 40","Yes",16.6567954445879
"p = 40","Yes",20.286789791422
"p = 40","Yes",17.9758613038289
"p = 40","Yes",15.1215336901347
"p = 40","Yes",19.6243907642169
"p = 40","Yes",17.1879224635124
"p = 40","Yes",14.7183016816412
"p = 40","Yes",17.7353913339024
"p = 40","Yes",17.6533215965197
"p = 40","Yes",17.8022446864707
"p = 40","Yes",16.7053471520648
"p = 40","Yes",16.6189127426554
"p = 40","Yes",14.8532720311939
"p = 40","Yes",17.4238275773428
"p = 40","Yes",18.3516173446472
"p = 40","Yes",18.3968014732949
"p = 40","Yes",17.4074980126663
"p = 40","Yes",16.0371049231549
"p = 40","Yes",15.3985763187696
"p = 40","Yes",16.8818667822795
"p = 40","Yes",17.85154441928
"p = 40","Yes",16.9792873453479
"p = 40","Yes",18.6849806095869
"p = 40","Yes",17.5872344353927
"p = 40","Yes",16.819150261979
"p = 40","Yes",16.4399732152711
"p = 40","Yes",17.0926945355969
"p = 40","Yes",18.1454700745585
"p = 40","Yes",15.8216399991283
"p = 40","Yes",19.0899821422735
"p = 40","Yes",17.0320101319551
"p = 40","Yes",17.055083149231
"p = 40","Yes",16.931438571452
"p = 40","Yes",18.1164628138222
"p = 40","Yes",16.6633259783085
"p = 40","Yes",16.2417603588878
"p = 40","Yes",16.0605439977083
"p = 40","Yes",19.6472160058564
"p = 40","Yes",20.3436440638932
"p = 40","Yes",17.3540973318673
"p = 40","Yes",18.2755095371553
"p = 40","Yes",16.8048424959811
"p = 40","Yes",16.9795398493089
"p = 40","Yes",20.2663025947564
"p = 40","Yes",19.3956321230881
"p = 40","Yes",15.8155831027955
"p = 40","Yes",16.638846070864
"p = 40","Yes",17.4001045169441
"p = 40","Yes",15.659847075936
"p = 40","Yes",15.3908579401274
"p = 40","Yes",16.0813415576157
"p = 40","Yes",16.1541817363711
"p = 40","Yes",15.9908717044503
"p = 40","Yes",17.6195921349312
"p = 40","Yes",15.819751340488
"p = 40","Yes",14.8228023915539
"p = 40","Yes",19.268186011138
"p = 40","Yes",18.2785169893258
"p = 40","Yes",17.6741650800738
"p = 40","Yes",16.9276144619354
"p = 40","Yes",15.4782504532798
"p = 40","Yes",16.0883259224531
"p = 40","Yes",18.8466170887
"p = 40","Yes",17.9167928516781
"p = 40","Yes",17.0471982293217
"p = 40","Yes",17.3148370156479
"p = 40","Yes",15.5123915721796
"p = 40","Yes",21.9450727860686
"p = 40","Yes",19.7388843947409
"p = 40","Yes",18.8836287254091
"p = 40","Yes",18.2455256995433
"p = 40","Yes",20.1445889774566
"p = 40","Yes",16.1345276651862
"p = 40","Yes",14.6318078308117
"p = 40","Yes",17.7010724857733
"p = 40","Yes",17.0337287898678
"p = 40","Yes",16.6001996719322
"p = 40","Yes",19.097526220649
"p = 40","Yes",17.3602189107118
"p = 40","Yes",15.8382575580211
"p = 40","Yes",19.6476524724859
"p = 40","Yes",15.429755192119
"p = 40","Yes",18.4575262620303
"p = 40","Yes",16.1791751773514
"p = 40","Yes",16.9290098018679
"p = 40","Yes",20.3562788008739
"p = 40","Yes",14.2654610174667
"p = 40","Yes",17.1443044686417
"p = 40","Yes",16.9508507812961
"p = 40","Yes",15.4820375477038
"p = 40","Yes",14.0324051659117
"p = 40","Yes",15.9282550893913
"p = 40","Yes",17.766412443451
"p = 40","Yes",15.8031864931455
"p = 40","Yes",18.5435133140065
"p = 40","Yes",15.6978733411144
"p = 40","Yes",19.2043825715896
"p = 40","Yes",18.8431676570143
"p = 40","Yes",16.3354588168259
"p = 40","Yes",16.4249432764125
"p = 40","Yes",18.283905375503
"p = 40","Yes",17.0815048421225
"p = 40","Yes",16.3251627529175
"p = 40","Yes",17.8209950247461
"p = 40","Yes",18.7433586124237
"p = 40","Yes",16.8242208690434
"p = 40","Yes",18.4894321642103
"p = 40","Yes",18.0454158066965
"p = 40","Yes",16.2153140850683
"p = 40","Yes",17.4932574115764
"p = 40","Yes",16.1006602588409
"p = 40","Yes",18.2443203222671
"p = 40","Yes",18.3988829792198
"p = 40","Yes",18.1452436210524
"p = 40","Yes",17.0959695302889
"p = 40","Yes",17.9072886197284
"p = 40","Yes",15.7292737976324
"p = 40","Yes",18.8126100041685
"p = 40","Yes",15.3199356148346
"p = 40","Yes",17.0446923528384
"p = 40","Yes",18.3910525812008
"p = 40","Yes",16.6019057177312
"p = 40","Yes",14.6260464187242
"p = 40","Yes",17.7099181265977
"p = 40","Yes",16.155420536307
"p = 40","Yes",15.3804536578084
"p = 40","Yes",16.373169389024
"p = 40","Yes",16.5123815590108
"p = 40","Yes",15.6421484683115
"p = 40","Yes",17.6580543523442
"p = 40","Yes",16.0382514807313
"p = 40","Yes",16.4699510363298
"p = 40","Yes",14.6198481186592
"p = 40","Yes",19.6599495211159
"p = 40","Yes",14.0679962226809
"p = 40","Yes",17.1295640073519
"p = 40","Yes",16.1793488125012
"p = 40","Yes",16.2386489644804
"p = 40","Yes",18.4013323328521
"p = 40","Yes",16.3876831728682
"p = 40","Yes",18.6049976935194
"p = 40","Yes",17.0788617315419
"p = 40","Yes",19.2902781116214
"p = 40","Yes",17.9889181037298
"p = 40","Yes",19.3665840271753
"p = 40","Yes",16.0693610168213
"p = 40","Yes",21.9310141904433
"p = 40","Yes",16.3091471946032
"p = 40","Yes",17.8181450783724
"p = 40","Yes",19.4578019977897
"p = 40","Yes",17.9979408909106
"p = 40","Yes",15.822198740202
"p = 40","Yes",16.109037378232
"p = 40","Yes",17.7781811369688
"p = 40","Yes",17.6714129774908
"p = 40","Yes",21.0570005785285
"p = 40","Yes",15.7196951244424
"p = 40","Yes",15.9563973175399
"p = 40","Yes",19.4699925368308
"p = 40","Yes",16.6602895089255
"p = 40","Yes",18.3161068662974
"p = 40","Yes",17.4176274002645
"p = 40","Yes",15.1509525591946
"p = 40","Yes",14.3091891174048
"p = 40","Yes",19.9994649161864
"p = 40","Yes",17.6554538593908
"p = 40","Yes",16.4613956275084
"p = 40","Yes",17.6610350994115
"p = 40","Yes",18.67879342829
"p = 40","Yes",17.7581586457764
"p = 40","Yes",17.4121280093055
"p = 40","Yes",17.1006421479346
"p = 40","Yes",16.7179620286034
"p = 40","Yes",17.7891365115261
"p = 40","Yes",18.4958751410452
"p = 40","Yes",19.0306957323435
"p = 40","Yes",16.9306511445833
"p = 40","Yes",18.7498735445976
"p = 40","Yes",18.740243793343
"p = 40","Yes",20.4110311950977
"p = 40","Yes",13.1585805448904
"p = 40","Yes",17.6040419977995
"p = 40","Yes",21.7483353212279
"p = 40","Yes",16.4387844364084
"p = 40","Yes",16.4415746385612
"p = 40","Yes",16.0667814457488
"p = 40","Yes",16.2983049806084
"p = 40","Yes",16.2579185560076
"p = 40","Yes",14.8184057866125
"p = 40","Yes",16.7313298179926
"p = 40","Yes",17.1502936169196
"p = 40","Yes",15.164172778511
"p = 40","Yes",18.3031964840469
"p = 40","Yes",16.3742333175557
"p = 40","Yes",17.705489784063
"p = 40","Yes",19.7245355929449
"p = 40","Yes",16.0685219971175
"p = 40","Yes",16.1926841212046
"p = 40","Yes",16.213776472973
"p = 40","Yes",18.0981574809417
"p = 40","Yes",20.4704393680096
"p = 40","Yes",16.3783887371641
"p = 40","Yes",19.0413861594419
"p = 40","Yes",19.5018648701512
"p = 40","Yes",19.2160985356776
"p = 40","Yes",15.606059653467
"p = 40","Yes",16.1198088751938
"p = 40","Yes",15.6269190571826
"p = 40","Yes",15.8693976330262
"p = 40","Yes",19.6649407109775
"p = 40","Yes",18.943262069797
"p = 40","Yes",17.2680651144402
"p = 40","Yes",18.8269674364414
"p = 40","Yes",16.6156892281498
"p = 40","Yes",15.2694459432113
"p = 40","Yes",16.6609028102166
"p = 40","Yes",15.6676355833703
"p = 40","Yes",19.12103383778
"p = 40","Yes",15.301206152706
"p = 40","Yes",15.3927505522504
"p = 40","Yes",18.1350883970038
"p = 40","Yes",18.2064160486268
"p = 40","Yes",14.9373720531815
"p = 40","Yes",17.6838747099486
"p = 40","Yes",20.2449721657377
"p = 40","Yes",15.8869255948897
"p = 40","Yes",17.1175514868798
"p = 40","Yes",16.8111219940374
"p = 40","Yes",19.8762970036975
"p = 40","Yes",17.905075809074
"p = 40","Yes",18.5788874008347
"p = 40","Yes",16.7183768896002
"p = 40","Yes",19.6139000980884
"p = 40","Yes",15.15070209154
"p = 40","Yes",18.9663121935569
"p = 40","Yes",17.0472732411086
"p = 40","Yes",17.9603253731749
"p = 40","Yes",19.7338536789415
"p = 40","Yes",17.3007114658282
"p = 40","Yes",16.3884868008316
"p = 40","Yes",18.8323354832006
"p = 40","Yes",19.1687596446475
"p = 40","Yes",16.9142557900511
"p = 40","Yes",15.1690690434855
"p = 40","Yes",19.5051271631623
"p = 40","Yes",17.9976194628373
"p = 40","Yes",16.8191696242228
"p = 40","Yes",16.7472696351837
"p = 40","Yes",16.6735401227365
"p = 40","Yes",19.064320410285
"p = 40","Yes",18.0713164391771
"p = 40","Yes",17.4176422351008
"p = 40","Yes",18.0419726205343
"p = 40","Yes",18.6497033957336
"p = 40","Yes",17.9827760493544
"p = 40","Yes",15.1566113695924
"p = 40","Yes",14.4927137931688
"p = 40","Yes",17.6744095265732
"p = 40","Yes",18.6084562059952
"p = 40","Yes",17.9293529805613
"p = 40","Yes",16.5212523602733
"p = 40","Yes",17.9659351696511
"p = 40","Yes",15.7920427819217
"p = 40","Yes",17.9084366823443
"p = 40","Yes",17.2169534654489
"p = 40","Yes",19.9832644859469
"p = 40","Yes",16.6154893770605
"p = 40","Yes",14.6613293333199
"p = 40","Yes",18.6633851835904
"p = 40","Yes",16.0486448209808
"p = 40","Yes",16.6880391782884
"p = 40","Yes",18.5554901200521
"p = 40","Yes",17.2436814638953
"p = 40","Yes",18.5075044741462
"p = 40","Yes",17.4950105363308
"p = 40","Yes",17.517666859824
"p = 40","Yes",17.2153140193843
"p = 40","Yes",17.0859126464797
